Time_index,Demand-base,Demand-1,Demand-2,Demand-3,Demand-4,Demand-5,Demand-6,Demand-7,Demand-8,Demand-9,Demand-10
449,21374,21374,20063.24753,20988.47375,21186.2931,17973.76212,20818.65798,22757.24212,21749.66303,21403.33182,22590.07118
450,20987,20987,20120.53018,20608.45413,21101.76582,17892.0853,20857.34179,22681.2847,21903.46203,21554.6818,22409.84671
451,20542,20542,19902.85612,20171.48067,20735.48094,17631.49735,20646.51504,22346.4724,21716.22846,21370.42965,21988.35401
452,19980,19980,19319.52782,19619.61755,19940.92451,17085.04053,19959.87746,21736.81418,21104.85353,20768.78996,21245.17032
453,19583,19583,18732.38067,19229.7783,19099.40848,16840.01007,19352.54169,21205.11226,20153.4013,19832.4882,20511.67611
454,19593,19593,18809.71225,19239.59793,18873.06321,16801.11635,19305.15402,21276.07248,19710.15448,19396.29943,20397.34016
455,18858,18858,17939.9707,18517.85524,17819.28979,15960.03957,18198.79713,20244.6507,19008.98386,18706.29392,19642.52908
456,17530,17530,16286.41159,17213.80859,15985.98701,14736.83195,16475.43352,18398.68556,17241.72821,16967.1792,18259.83921
457,15683,15683,16584.28136,15538.57999,15514.51262,14919.63246,12283.07591,17361.26715,16552.97615,16038.39794,16531.23464
458,14337,14337,15280.14641,14195.25482,14188.37352,13715.8717,11349.82905,15996.03251,15333.09211,14838.87881,15294.85604
459,13503,13503,14477.23462,13323.27182,13391.93871,12896.18647,10760.86809,15155.50371,14487.67522,14080.24877,14512.91439
460,12992,12992,13960.73608,12766.49889,12892.28856,12396.40212,10382.73387,14614.80683,13924.06396,13647.82025,14067.19797
461,12756,12756,13724.92251,12479.76574,12664.06491,12063.86078,10198.98579,14367.94522,13594.49466,13433.48611,13846.27765
462,12861,12861,13851.89905,12565.19651,12775.82876,11909.25823,10220.26188,14500.87071,13464.57749,13599.87708,14017.78158
463,13635,13635,14586.07165,13258.46227,13513.09448,12102.75451,10670.92824,15269.43984,13512.34116,14288.00247,14727.05207
464,14933,14933,15869.20297,14465.2946,14760.34145,12429.46179,11021.98379,16612.68681,13788.41515,15528.88433,16006.06442
465,16372,16372,17526.58093,16128.73965,16396.41391,13380.41334,11717.32522,18347.71414,14801.96015,17234.15681,17763.73745
466,17549,17549,18888.95324,17442.60593,17803.32353,14785.44911,12783.06411,19773.9146,16266.39415,18585.02592,19156.11681
467,18627,18627,19997.37249,18577.75498,19103.16525,16002.82266,13841.06624,20934.2641,17836.86349,19553.28979,20154.13402
468,19638,19638,20881.43469,19488.03453,20352.29061,16862.37396,14648.59072,21859.74527,19145.58795,20119.20712,20737.44117
469,20350,20350,21460.94415,20118.45467,21312.14483,17406.88609,15144.71055,22466.40517,20212.62825,20553.51576,21185.09549
470,20795,20795,21606.06019,20481.78093,21931.07236,17695.67199,15420.33268,22618.32,20987.35491,20813.91294,21453.4943
471,21223,21223,21472.40068,20741.01912,22451.38473,17726.78697,15579.90338,22478.39844,21338.8955,21069.60981,21717.04836
472,21434,21434,21006.5018,20804.8467,22663.64212,17683.03153,15694.02061,21990.67187,21443.02029,21166.43619,21816.85008
473,21527,21527,20405.98871,20735.12734,22692.75707,17533.2907,15792.66432,21362.02429,21446.84138,21205.9188,21857.54593
474,21567,21567,20036.51563,20699.77668,22556.57423,17423.41593,15994.78721,20975.24113,21311.19257,21121.31322,21770.34054
475,21349,21349,19611.66932,20478.83504,22150.84329,17119.07254,16136.95021,20530.49046,20874.63266,20754.68903,21392.45053
476,20639,20639,19075.12185,19970.17829,21391.97615,16546.36245,15994.78721,19968.80534,20428.52002,19959.39657,20572.71988
477,20011,20011,18696.10166,19642.2027,20856.63671,16425.79191,16323.59958,19572.02778,20107.54818,19117.10101,19704.5418
478,19962,19962,18705.64877,19789.49712,20810.6163,16268.27233,16253.96872,19582.02217,20003.42339,18890.54607,19471.02515
479,18818,18818,18003.93633,18746.65259,19759.66046,15420.38915,15136.00669,18847.43399,19184.75415,17835.7965,18383.86465
480,17036,17036,16736.08038,17059.64043,18031.54718,14259.41149,13667.95621,17520.17806,17799.60783,16000.79545,16492.47669
481,15589,15589,14972.72953,13711.14714,14729.34811,15157.85651,12697.95974,11492.55719,14662.49024,16329.81716,15332.64504
482,14345,14345,13687.68879,12558.32277,13465.19568,13948.2617,11672.83885,10610.05193,13392.93199,15045.69245,14007.12315
483,13539,13539,12891.45998,11857.2013,12681.90956,13164.55317,11051.96374,10118.32759,12586.68131,14255.1003,13146.69665
484,13037,13037,12403.60276,11411.39017,12201.98245,12676.43693,10672.86243,9854.475508,12067.01262,13746.52676,12597.30271
485,12757,12757,12178.29101,11180.6289,11980.33313,12404.18087,10474.60792,9785.514169,11810.0441,13514.33144,12314.36968
486,12725,12725,12278.53564,11302.39229,12078.94829,12373.06589,10463.00277,10029.37746,11927.54272,13639.35969,12398.66822
487,13081,13081,13017.4818,12046.72013,12805.8829,12719.22003,10788.91385,11003.83117,12586.68131,14362.26737,13082.74604
488,13675,13675,14256.69643,13189.72487,14024.95411,13296.79183,11308.24396,12836.80359,13827.58136,15625.71071,14273.58405
489,14668,14668,15630.52527,14670.52484,15376.4514,14262.32852,12091.59106,13953.17775,15490.71221,17257.65836,15914.98324
490,16049,16049,16754.21989,15855.75398,16481.88038,15605.13434,13122.51452,14475.88471,16913.11419,18599.12685,17211.43667
491,17239,17239,17783.39813,16865.21178,17494.32936,16762.22262,13822.69144,14826.68805,18112.93748,19690.53884,18331.54142
492,18114,18114,18748.61076,17737.19479,18443.85247,17613.02283,14158.27346,15119.52388,19271.68403,20561.03626,19229.75691
493,18599,18599,19428.36485,18369.57886,19112.55717,18084.60923,14257.88427,15237.45777,20137.16166,21131.6539,19851.82201
494,18849,18849,19853.21115,18753.52633,19530.49761,18327.69501,14256.91717,15255.44768,20742.80494,21274.54333,20210.33305
495,18883,18883,20261.82738,19156.13109,19932.47179,18360.75467,14149.56961,15286.43031,21299.72929,21142.93464,20466.13552
496,18840,18840,20463.27136,19402.60376,20130.6413,18318.94392,14044.15623,15218.46841,21604.46148,20684.18438,20529.11719
497,18790,18790,20552.05946,19467.41331,20217.98615,18270.32676,13990.966,15118.52444,21751.57357,20092.88538,20460.32183
498,18787,18787,20590.24789,19512.5836,20255.55383,18267.40973,14025.78142,15072.55022,21678.9728,19729.08138,20425.43967
499,18767,18767,20382.12094,19278.87645,20050.80998,18247.96287,14030.6169,14966.60961,21358.95624,19310.75379,20207.4262
500,18781,18781,19704.27627,18673.00537,19383.98366,18261.57567,13943.57833,15004.58832,20776.23951,18782.43894,19705.51075
501,18895,18895,19104.71788,18267.45472,18794.17108,18372.42279,14334.28479,15459.33338,20268.0341,18409.23432,19381.88187
502,18340,18340,19057.93706,18357.7953,18748.15068,17832.77237,13983.22924,14953.61689,20335.85851,18418.63494,19527.22418
503,17233,17233,17965.7479,17251.12318,17673.71503,16756.38856,13190.21119,14011.14525,19350.01644,17727.68937,18498.20061
504,15691,15691,16264.45324,15603.38953,16000.07489,15257.03551,12168.95867,12790.82937,17585.62661,16479.28702,16833.54665
505,11499,11499,14399.90305,15307.81872,12100.54971,10660.7697,11120.6275,10957.85694,16594.0529,14875.54123,14614.65401
506,10616,10616,13151.14132,14086.25695,11096.55346,9834.278067,10266.68245,10108.33319,15289.14954,13589.5364,13347.26905
507,10124,10124,12389.28209,13294.7949,10499.22735,9355.885264,9790.871622,9616.608858,14485.76468,12754.76134,12574.04794
508,9860,9860,11869.91942,12801.84955,10139.51682,9136.135724,9535.558494,9390.735485,13968.96181,12221.74618,12046.93982
509,9791,9791,11567.27609,12526.89996,10001.45559,9111.827147,9468.828926,9365.749492,13733.0093,11947.24807,11739.78307
510,10035,10035,11521.44997,12495.47714,10168.63177,9395.751331,9704.80015,9657.585886,13860.06065,12029.03347,11693.27353
511,11010,11010,11762.99181,12845.05592,10998.8775,10403.09878,10647.71795,10693.00542,14594.66583,12692.71725,11938.41756
512,12844,12844,12193.56638,13428.34184,12350.37478,12238.88254,12421.37052,12579.94759,15878.55318,13848.05345,12375.41345
513,13961,13961,13154.96016,14403.43094,13630.49348,13391.10911,13501.61583,13764.28364,17536.90767,15440.5185,13351.14484
514,14484,14484,14444.77445,15759.52163,14553.71921,13903.53392,14007.40661,14290.98837,18900.0827,16698.32147,14660.1946
515,14835,14835,15597.11039,16928.05741,15310.70796,14283.72007,14346.85702,14681.76929,20009.15503,17785.03315,15829.71575
516,15128,15128,16474.48962,17787.27489,15974.7167,14603.62095,14630.21591,15010.58496,20893.73813,18656.47063,16720.17965
517,15246,15246,17013.90123,18263.52687,16400.17068,14784.47677,14744.33314,15196.48074,21473.58904,19259.99044,17267.63569
518,15264,15264,17370.00836,18509.01758,16672.53636,14808.78534,14761.74086,15221.46673,21618.79058,19607.81338,17629.05358
519,15295,15295,17566.67878,18542.40432,17039.76043,14878.79405,14791.72081,15293.42639,21485.05232,19855.98975,17828.65702
520,15227,15227,17662.14986,18500.17991,17249.20025,14757.25116,14725.95833,15168.49643,21018.87893,19917.09378,17925.55189
521,15127,15127,17647.8292,18451.08177,17371.29521,14641.54233,14629.24882,15049.5631,20418.01201,19850.34938,17911.01766
522,15081,15081,17567.63349,18448.13588,17471.78875,14660.01685,14584.76244,15068.55246,20048.32124,19816.50715,17829.62597
523,14975,14975,17311.771,18428.49663,17291.46389,14811.70237,14482.25035,15224.46505,19623.22461,19604.9932,17569.9477
524,15013,15013,16775.22352,18442.24411,16795.57051,15088.82015,14518.99997,15509.30537,19086.361,19118.04108,17025.39851
525,15468,15468,16534.6364,18554.18787,16815.29354,15597.35559,14959.02827,16032.01234,18707.11749,18804.06037,16781.22342
526,14962,14962,16496.44797,18009.19849,16789.93536,14916.71543,14469.67811,15332.40454,18716.67022,18945.06967,16742.46547
527,14019,14019,15670.62313,16922.16563,15682.62799,13706.14827,13557.70736,14088.10211,18014.54433,17946.72381,15904.3248
528,12798,12798,14469.59693,15407.97893,14178.04241,12241.79957,12376.88414,12582.94591,16745.94136,16331.69728,14685.38727
529,11271,11271,12152.51382,10766.24058,14641.06407,10819.26162,10562.61358,11532.53478,12159.67413,14742.99249,12333.74865
530,10423,10423,11168.20698,9931.572168,13472.70922,10059.86166,9786.036146,10661.02335,11174.78734,13477.66902,11334.76249
531,9969,9969,10693.71571,9448.44645,12715.72047,9679.675515,9362.448456,10197.28333,10700.01649,12693.65731,10853.19496
532,9727,9727,10465.53983,9226.522849,12244.24609,9496.875013,9160.325563,9954.419479,10471.70617,12213.28562,10621.61621
533,9685,9685,10427.35139,9201.973778,11981.27233,9496.875013,9132.279803,9906.446373,10433.49524,11991.43099,10582.85826
534,9957,9957,10695.62513,9488.706927,11951.21818,9798.301372,9446.585737,10212.27492,10701.92704,12090.1375,10855.13286
535,11000,11000,11726.7128,10506.02043,12285.57053,10859.12769,10489.11434,11232.70286,11733.62223,12817.74549,11901.59751
536,12936,12936,13580.76118,12359.96627,12843.45058,12874.79493,12398.16023,13118.64559,13588.76302,14037.94598,13783.29598
537,14054,14054,14926.90341,13523.59224,13776.06824,14047.4407,13511.28679,14341.95979,14935.69841,15390.69521,15149.51372
538,14464,14464,15679.21552,14041.08666,15073.09239,14518.05476,13956.15057,14993.59448,15688.45379,16497.1482,15913.04534
539,14772,14772,16288.32102,14425.03413,16190.73086,14887.54513,14293.66679,15496.31265,16297.91817,17510.53504,16531.23464
540,15104,15104,16780.95179,14748.0999,17012.52386,15201.61195,14607.00563,15923.07341,16790.8392,18460.93773,17031.2122
541,15250,15250,17041.58784,14930.74499,17468.03198,15329.96124,14740.46476,16121.96191,17051.62882,19130.26188,17295.73521
542,15275,15275,17138.96834,14955.29406,17702.82998,15308.56969,14749.16862,16154.94342,17149.0667,19548.58948,17394.56798
543,15371,15371,17271.67314,15025.99538,17734.76251,15317.32078,14761.74086,16206.91428,17281.84969,19950.93602,17529.25186
544,15330,15330,17242.07711,14903.25003,17694.37725,15179.24806,14669.86681,16097.97536,17252.23622,20149.2891,17499.21444
545,15279,15279,17287.90323,14786.39645,17647.41765,15070.34564,14584.76244,15941.06332,17298.08934,20236.71487,17545.72398
546,15353,15353,17446.38522,14805.05374,17644.60008,15156.88417,14625.38044,16036.01009,17456.66471,20274.31735,17706.56948
547,15421,15421,17640.19151,14958.23995,17625.81624,15615.83011,14871.02261,16294.86498,17650.5852,20069.38383,17903.26607
548,15708,15708,17712.74953,15238.09936,17638.96493,16383.00881,15434.8391,16649.66607,17723.18597,19401.9398,17976.90618
549,16216,16216,18041.17005,15751.66592,17746.03281,16156.45287,15741.40828,16816.57251,18051.79999,18811.58086,18310.22455
550,15520,15520,17775.76045,15064.29193,17224.78125,15380.52308,15050.90232,16107.96975,17786.23401,18765.51782,18040.8568
551,14351,14351,16691.20897,13841.7482,16185.09571,14185.51342,13865.24362,14930.62978,16701.04351,17690.08688,16940.13102
552,12836,12836,15216.18078,12362.91216,14736.86165,12720.19237,12400.09442,13422.47526,15225.14623,16014.89638,15443.10519
553,11127,11127,10978.21953,11433.97531,10585.63302,11092.49003,10760.86809,11120.76562,10473.61672,10306.83987,10921.02137
554,10346,10346,10135.20989,10606.18064,9789.198201,10250.44091,10005.56675,10340.20321,9661.634392,9507.787159,10099.35283
555,9955,9955,9665.492173,10049.40771,9362.805034,9797.329029,9627.432536,9949.422281,9191.639917,9045.27665,9659.450099
556,9767,9767,9413.44852,9755.80082,9135.52057,9546.464511,9445.618642,9761.527616,8975.748146,8832.822636,9424.964502
557,9767,9767,9347.573475,9605.560505,9096.074506,9498.819699,9445.618642,9761.527616,8951.866313,8809.321086,9384.268654
558,10077,10077,9580.522911,9603.596579,9351.53473,9755.518276,9745.418148,10071.35392,9230.806123,9083.819193,9647.822714
559,11168,11168,10511.36594,9849.087289,10331.11198,10729.80606,10800.51899,11161.74264,10220.46929,10057.72343,10658.43626
560,13241,13241,12262.30556,10385.239,12149.38769,12632.6815,12805.3073,13233.58116,12024.02532,11832.56051,12534.32104
561,14447,14447,13328.71752,11119.7472,13199.40435,13867.55723,13971.62409,14438.90544,13156.02421,12946.53399,13617.60575
562,14931,14931,13828.03127,12152.77211,13584.47307,14109.67066,14439.69816,14922.63426,13659.45325,13441.94667,14014.87474
563,15311,15311,14163.13477,13011.9896,13873.7442,14255.52212,14807.19433,15302.42135,14032.96512,13809.51091,14313.31095
564,15634,15634,14442.86503,13498.0612,14185.55595,14371.23095,15119.56607,15625.24038,14347.25004,14118.79131,14635.00194
565,15766,15766,14555.52091,13765.1551,14322.67798,14321.64145,15247.22264,15757.16642,14524.93088,14293.64285,14776.46845
566,15744,15744,14572.7057,13819.16305,14346.15778,14191.34748,15225.94654,15735.17874,14548.81271,14317.1444,14800.69217
567,15753,15753,14602.30174,13666.95881,14436.32021,14148.56438,15234.6504,15744.1737,14617.59239,14384.82886,14893.71125
568,15611,15611,14537.3814,13436.19755,14397.81334,14010.49166,15097.32288,15602.25326,14498.18323,14267.32111,14853.98435
569,15499,15499,14441.91032,13338.00126,14349.91455,13949.23405,14989.00822,15490.31601,14384.5057,14155.45373,14804.56797
570,15588,15588,14397.99362,13516.7185,14419.41475,14162.17718,15075.0797,15579.26615,14402.6559,14173.31491,14876.27018
571,16060,16060,14296.79428,13970.38533,14483.27981,14808.78534,15531.54862,16051.00169,14551.67853,14319.96458,14942.15869
572,16849,16849,14333.07329,14867.89937,14752.82791,15325.09953,16294.58672,16839.55962,14823.93143,14587.88226,15220.24698
573,16616,16616,14767.46671,14924.85321,15229.93745,14977.0007,16069.25354,16606.69017,15323.53938,15079.53469,15712.47295
574,15818,15818,14284.38304,14352.36888,14576.25982,14412.06936,15297.51159,15809.13728,14654.84805,14421.49128,15038.08462
575,14589,14589,13384.09075,13245.69675,13478.34437,13616.69271,14108.95161,14580.82588,13465.53277,13251.11408,13905.38353
576,13082,13082,12218.38886,12023.15302,12055.46849,12521.83438,12651.53917,13074.67024,12026.89114,11835.38069,12437.42617
577,11732,11732,10623.06711,12546.53921,10450.38937,11408.50154,10850.80794,11471.56895,10629.32627,10595.4389,10781.49275
578,10861,10861,9877.437971,11715.79865,9716.880417,10600.48443,10013.30351,10563.07826,9883.257803,9798.26632,10024.74378
579,10327,10327,9504.146047,11281.77107,9349.656346,9928.595347,9485.269544,10033.37522,9509.745934,9371.478167,9645.884817
580,10050,10050,9324.660416,11131.53076,9173.08825,9649.532879,9192.239704,9734.542744,9330.154549,9143.983161,9463.722452
581,9932,9932,9324.660416,11158.04376,9173.08825,9601.888067,9045.241236,9591.622866,9330.154549,9104.500557,9463.722452
582,10013,10013,9620.620765,11535.11749,9464.23777,9769.131079,9057.813474,9654.587567,9626.289279,9360.197423,9764.096565
583,10414,10414,10662.21025,12719.36467,10488.89624,10152.23426,9273.475699,10044.36905,10668.49248,10340.6821,10821.21965
584,11236,11236,12641.32575,14709.80335,12435.84125,10750.22526,9789.904526,10870.90569,12648.77407,12160.64215,12829.85041
585,12097,12097,13792.70698,15671.14497,13568.5068,11637.00217,10395.30611,11757.40871,13800.8337,13211.63147,13998.40261
586,12966,12966,14254.787,15778.17892,14023.07573,12475.16191,11334.35553,12746.85402,14263.18599,13597.0569,14467.3738
587,13584,13584,14617.57711,15679.00067,14379.96869,12908.82693,12070.31497,13426.47302,14626.18985,13886.596,14835.57433
588,13771,13771,14925.9487,15574.91261,14683.32771,12968.13986,12418.46923,13732.30157,14934.74314,14198.69658,15148.54477
589,13707,13707,15051.97052,15394.23145,14807.30105,12948.693,12627.36179,13739.29765,15060.83922,14335.94564,15276.44601
590,13532,13532,15030.96689,15217.47814,14786.63883,12870.90555,12692.15717,13636.35536,15039.8232,14359.44719,15255.12914
591,13295,13295,15039.55928,15098.66063,14795.09155,12742.55627,12616.72374,13445.46237,15048.42066,14449.69314,15263.84968
592,13108,13108,14903.99035,14954.3121,14661.72629,12706.57957,12553.86256,13239.5778,14912.77185,14411.1506,15126.25895
593,13033,13033,14797.06274,15075.09353,14556.53679,12979.80798,12589.64508,13145.63046,14805.78124,14363.20744,15017.73669
594,13348,13348,14882.032,16261.30464,14640.12487,14062.99819,12896.21425,13283.55314,14890.80056,14432.77202,15103.97313
595,14218,14218,15332.6555,17269.78047,15083.4235,15371.772,13497.74745,13936.18727,15341.68957,14496.69624,15561.31694
596,14981,14981,16085.92232,17191.22345,15824.44598,15265.7866,14530.60511,14813.69533,16095.40022,14766.49404,16325.81751
597,14667,14667,15863.47471,16780.76298,15605.61425,14782.53208,14288.83131,14491.87575,15872.82154,15244.04554,16100.05245
598,14240,14240,15101.61549,16135.61339,14856.13903,14073.69396,13808.18501,13956.17606,15110.51343,14589.76238,15326.83134
599,13591,13591,13928.27591,15110.44419,13701.87207,13037.17622,12770.49188,13222.58732,13936.48251,13490.82989,14135.99333
600,12701,12701,12489.52673,13715.07499,12286.50973,11900.50714,11565.49128,12261.12632,12496.88562,12066.63595,12675.78756
601,12777,12777,11200.66714,12193.03259,12000.05617,12423.62773,11345.96067,10981.8435,5994.340104,10460.06997,11367.70675
602,11931,11931,10369.11403,11235.61882,11205.49974,11601.02547,10503.62077,10207.27772,11252.16448,9725.881545,10523.75239
603,11489,11489,9859.298466,10678.84589,10790.37687,11171.24982,9987.191944,9793.509686,10894.89225,9358.317299,10006.33375
604,11336,11336,9594.843573,10374.43741,10646.6805,11022.48133,9719.306578,9574.632391,10773.57254,9181.585642,9737.934948
605,11363,11363,9482.187698,10266.4215,10672.03868,11048.73459,9605.189347,9531.656483,10822.29148,9181.585642,9623.598996
606,11747,11747,9559.519273,10381.31115,11032.68841,11422.11434,9683.524056,9809.500722,11218.72991,9473.004864,9702.083845
607,12953,12953,9942.358306,10884.07612,12165.35396,12594.76011,10071.32922,10805.94211,12402.31356,10498.61252,10090.63229
608,14980,14980,10727.13059,11627.42199,14069.09614,14565.69957,10866.28146,12728.86411,14128.49245,12447.36106,10887.10817
609,15959,15959,11549.13659,12541.6294,14988.56511,15517.62346,11698.95042,13922.19511,14953.8486,13581.07584,11721.37304
610,16068,16068,12378.78028,13570.72645,15090.93703,15623.60886,12539.35613,14167.05784,15095.22906,14036.06586,12563.38951
611,15967,15967,12968.79155,14227.65959,14996.07864,15525.4022,13137.02095,14306.9794,15088.54214,14393.28942,13162.19983
612,15861,15861,13147.32247,14515.37471,14896.52429,15422.33384,13317.86775,14434.90768,15059.88394,14696.92945,13343.39325
613,15677,15677,13086.22098,14506.53704,14723.71296,15243.42271,13255.97366,14440.90432,14943.3406,14821.01763,13281.38053
614,15497,15497,12919.14659,14002.7901,14554.6584,15068.40095,13086.732,14364.9469,14774.25722,14800.33627,13111.8145
615,15376,15376,12692.88013,13185.79702,14441.01617,14950.74743,12857.53044,14300.98276,14656.7586,14808.79683,12882.17365
616,15229,15229,12514.34921,12463.07237,14302.95495,14807.813,12676.68364,14149.06793,14523.02033,14675.30802,12700.98023
617,15352,15352,12442.7459,12106.61986,14418.47556,14927.4112,12604.15151,14108.0909,14571.73927,14570.02108,12628.30907
618,16560,16560,12743.4798,12567.16043,15553.0195,16102.00166,12908.78649,14364.9469,15495.48858,14653.6866,12933.52793
619,17587,17587,13574.0782,13109.20392,16517.56968,17100.59802,13750.1593,15178.49083,16852.93197,15097.39586,13776.51334
620,17507,17507,14302.52254,13113.13177,16442.43432,17022.81057,14488.05292,15886.09414,16891.1429,15839.10479,14515.82124
621,17089,17089,14002.74335,13081.70896,16049.85206,16616.37116,14184.38503,15624.24094,16572.08161,15620.07034,14211.57133
622,16432,16432,13595.08184,13017.88138,15432.80292,15977.54174,13771.43539,15019.57991,15898.61392,14869.90086,13797.83022
623,15388,15388,12975.47453,12671.24849,14452.28647,14962.41555,13143.79062,14006.14805,14851.63436,13714.56465,13168.98248
624,13967,13967,12125.78191,12106.61986,13117.69464,13580.71601,12283.07591,12637.91509,13562.01537,12297.8912,12306.61809
625,12417,12417,11721.93924,11354.43632,11661.94705,13232.61719,11838.21212,11401.60817,12205.52725,5898.889106,12031.43664
626,11442,11442,10896.1144,10520.74987,10746.23485,12287.4997,11163.17968,10536.09339,11397.36602,11072.9904,11086.71161
627,10875,10875,10449.30974,10014.05705,10213.71298,11746.87694,10821.79509,10070.35449,10975.13521,10721.40721,10537.31767
628,10565,10565,10196.31138,9755.80082,9922.563465,11459.06338,10697.03981,9812.499041,10828.97839,10602.01934,10236.94356
629,10455,10455,10097.02146,9655.64061,9819.252345,11367.66313,10763.76937,9763.526495,10854.77077,10649.9625,10130.35919
630,10572,10572,10233.5451,9753.836894,9929.137809,11481.42727,11180.5874,10027.37858,11221.59573,11040.08823,10243.7262
631,11084,11084,10684.1686,10160.36951,10410.00411,11911.20292,12367.21319,11028.81716,12373.65536,12204.82506,10739.82796
632,11841,11841,11362.96798,10886.04005,11120.97246,12779.5053,14390.37631,12984.72067,14309.99438,13903.51711,11473.32216
633,12772,12772,12170.65332,11710.88883,11995.36021,13747.95903,15429.03653,14254.0091,15245.20697,14715.73069,12375.41345
634,13820,13820,12991.70461,12778.28244,12979.63342,14801.0066,15597.31109,14502.86958,15349.33176,14854.85987,13390.87174
635,14489,14489,13365.95125,13517.70046,13607.95287,15501.09363,15547.02214,14652.78554,15252.84915,14848.27943,14039.09845
636,14782,14782,13388.86431,13766.13706,13883.13612,15835.57965,15474.49001,14771.71887,15151.59018,14820.07757,14323.00044
637,14773,14773,13231.33702,13800.50576,13874.6834,15882.25212,15338.12959,14720.74744,14975.81989,14705.39001,14314.2799
638,14260,14260,12985.02164,13733.73229,13392.8779,15805.43702,15099.25708,14586.82252,14803.87069,14538.99903,13817.20919
639,13428,13428,12732.02327,13567.78057,12611.47016,15667.3643,14959.99537,14542.84717,14688.28262,14423.3714,13011.04383
640,12692,12692,12581.17897,13521.62831,11920.22485,15553.60015,14796.55628,14400.92673,14547.85744,14291.76272,12297.89755
641,12329,12329,12688.10658,13760.24528,11579.29815,15754.87517,14912.60771,14337.96203,14665.35606,14339.70588,11946.16915
642,12798,12798,13687.68879,15023.0495,12019.7792,16791.39291,16031.53683,14556.83933,15819.32623,15248.74585,12400.60612
643,13350,13350,14794.19861,15974.57149,12538.21318,17272.70275,17202.6891,15221.46673,16800.39194,16584.57396,12935.46583
644,13354,13354,14611.84884,15842.0065,12541.96995,16978.08279,17125.32148,15752.16922,16723.97007,16622.17644,12939.34162
645,13322,13322,14183.18369,15465.91474,12511.91581,16435.51534,16738.48341,15394.3698,16324.66582,16308.19573,12908.33526
646,13257,13257,13686.73408,15033.85109,12450.86833,15886.14149,16111.80573,14813.69533,15697.05125,15645.45202,12845.35359
647,12904,12904,13017.4818,14378.88187,12119.33355,15103.4053,15004.48175,13996.15365,14699.7459,14615.14405,12503.31468
648,12329,12329,12138.19315,13446.01717,11579.29815,14016.32572,13626.37111,12870.78454,13342.30251,13346.06034,11946.16915
649,12869,12869,12286.17333,12636.87979,10859.87708,12513.08329,13019.03534,12166.17955,11045.82544,12011.17229,12761.05505
650,11822,11822,11286.59112,11608.7647,10062.50307,11495.04007,12135.11034,11373.62386,10234.79839,11215.87983,11910.31805
651,11200,11200,10692.761,10997.98381,9577.880002,10890.24267,11698.95042,10940.86647,9741.877351,10800.37242,11469.44637
652,10854,10854,10362.43106,10658.22467,9330.872506,10553.81196,11519.07071,10756.96956,9490.640467,10656.54293,11265.96713
653,10713,10713,10227.81684,10519.76791,9235.074922,10416.71158,11527.77457,10779.95668,9393.202588,10681.92461,11253.37079
654,10801,10801,10311.83139,10606.18064,9328.994122,10502.27777,11860.45531,11163.74152,9488.729921,11042.90842,11608.00604
655,11232,11232,10723.31174,11029.40662,9717.819609,10921.35765,13003.56182,12386.05629,9884.213077,12176.6232,12749.42767
656,12066,12066,11519.54055,11848.36363,10411.8825,11732.29179,15066.37584,14453.89704,10590.16006,14082.12889,14770.65476
657,13068,13068,12476.16078,12832.2904,11200.80378,12706.57957,16013.16202,15440.34403,11392.58965,15002.4496,15841.34313
658,14179,14179,13536.84448,13923.25111,12221.70548,13786.85275,16043.14197,15568.27231,12430.97176,15104.91636,16082.61137
659,14924,14924,14248.10403,14654.81343,12928.91705,14511.24836,15952.23503,15522.29809,13150.29257,15009.9701,16200.82312
660,15269,15269,14577.47926,14993.59061,13166.53263,14846.70672,15886.47255,15492.31489,13391.97672,14910.32352,16330.66225
661,15293,15293,14600.39231,15017.15772,13199.40435,14870.04296,15756.8818,15371.38269,13425.41129,14737.35211,16400.42656
662,15136,15136,14450.50272,14862.98955,13135.53929,14717.38509,15526.71315,15187.48578,13360.4527,14568.14095,16347.13438
663,14906,14906,14230.91923,14637.1381,12976.81584,14493.74618,15435.8062,15102.53341,13199.01151,14454.39345,16315.15907
664,14807,14807,14136.40286,14539.92378,12932.67382,14397.48421,15304.28125,14993.59448,13154.11366,14316.20433,16226.98473
665,14998,14998,14318.75263,14727.47868,13160.89748,14583.20174,15490.93062,15140.51212,13386.24508,14431.83196,16445.96715
666,16155,16155,15423.35303,15863.60969,14368.69839,15708.20271,16693.99703,16244.89299,14614.72657,15567.42687,17569.9477
667,16773,16773,16013.3643,16470.46272,15278.77543,16309.11074,17772.30816,17551.16069,15540.38642,16532.87055,18300.53506
668,16461,16461,15715.49453,16164.09032,15151.98451,16005.73969,17828.39968,17486.19711,15411.42453,16457.66559,18146.47221
669,15926,15926,15204.72425,15638.7402,14792.27398,15485.53614,17493.78475,17097.41506,15045.55484,16064.71967,17680.40786
670,15383,15383,14686.31629,15105.53437,14379.0295,14957.55384,16809.08136,16478.76188,14625.23458,15447.09893,16905.24886
671,14613,14613,13951.18897,14349.42299,13752.58844,14208.84965,15684.34966,15381.37709,13988.06727,14465.67419,15680.49764
672,13563,13563,12948.74263,13318.362,12860.35604,13187.8894,14179.54956,13975.16542,13080.55762,13129.84608,14131.14859
